year;area km²;indi
2022;0,77;Roosevelt
2022;0,10;Jacamim
2022;0,06;Kampa do Rio Amônia
2022;0,00;Barata Livramento
2022;0,06;Itixi Mitari
2022;0,11;Wedezé
2022;0,06;Igarapé do Caucho
2022;7,37;Tenharim Marmelos (Gleba B)
2022;0,79;Kulina do Medio Jurua
2022;0,36;Paquiçamba
2022;0,25;Médio Rio Negro I
2022;0,32;Kaxinawá do Rio Jordão
2022;0,52;Katukina/Kaxinawá
2022;0,27;Sagarana
2022;0,46;Enawenê-Nawê
2022;0,40;Paumari do Lago Marahã
2022;0,00;São Pedro do Sepatini
2022;1,01;Igarapé Lage
2022;0,08;Kulina Igarapé do Pau
2022;0,15;Karitiana
2022;0,16;Cuia
2022;4,53;Maraiwatsede
2022;8,49;Kayapó
2022;0,22;Arara da Volta Grande do Xingu
2022;0,42;Pirahã
2022;0,08;Campinas/Katukina
2022;0,44;Piripkura ( restrição de uso )
2022;0,07;Rio Apaporis
2022;0,07;Zoe
2022;102,23;Apyterewa
2022;0,62;Xikrin do Rio Catete
2022;0,24;Pequizal do Naruvôtu
2022;0,58;Amanayé
2022;0,59;Kanamari do Rio Juruá
2022;0,01;Arara
2022;1,29;Arariboia
2022;6,15;Andirá-Marau
2022;1,08;Jauary
2022;0,08;Tenharim do Igarapé Preto
2022;0,06;Bom Intento
2022;0,19;Tubarão Latunde
2022;0,94;Boca do Acre
2022;0,52;Sai-Cinza
2022;0,05;Santa Inez
2022;0,00;Tumiã
2022;0,13;Kaxinawá do Rio Humaitá
2022;1,88;Uru-Eu-Wau-Wau
2022;3,57;Sissaíma
2022;0,42;Lago do Limão
2022;0,68;Igarapé Lourdes
2022;0,25;Portal do Encantado
2022;0,21;Nhamundá/Mapuera
2022;0,43;Rio Negro Ocaia
2022;0,14;Cué Cué/ Marabitanas
2022;0,34;Serra Morena
2022;3,24;Aripuanã
2022;0,17;Arara do Igarapé Humaitá
2022;0,07;Urucu/Juruá
2022;0,38;Menkü
2022;0,15;Baú
2022;0,08;Uneiuxi
2022;0,09;Capoto/Jarina
2022;0,31;Paumari do Cuniua
2022;0,75;Waiãpi
2022;0,17;Malacacheta
2022;0,19;Kaxinawá Seringal Independência
2022;2,04;Araweté Igarapé Ipixuna
2022;0,08;Cacau do Tarauaca
2022;0,08;Riozinho do Alto Envira
2022;0,06;Kaxinawá Ashaninka do Rio Breu
2022;0,49;Ipixuna
2022;0,07;Trocará
2022;0,64;Seruini/Mariene
2022;0,16;Krikati
2022;0,09;Batovi
2022;1,03;Peneri/Tacaquiri
2022;0,24;Cana Brava/Guajajara
2022;0,23;Kaxuyana-Tunayana
2022;0,45;Arary
2022;0,29;Paquiçamba
2022;0,68;Urubu Branco
2022;0,25;Rio Gregório
2022;0,83;Uaçá
2022;0,01;Apiaka/Kayabi
2022;1,65;Parque do Xingu
2022;0,35;Rio Branco
2022;0,11;São Leopoldo
2022;5,01;Manoki
2022;0,07;Rio Mequens
2022;1,51;Alto Rio Negro
2022;0,10;Tikúna de Feijoal
2022;0,13;Cabeceira do Rio Acre
2022;0,08;Camicua
2022;0,49;Sarauá
2022;0,07;Poyanawa
2022;0,02;Munduruku-Taquara
2022;0,32;Pirineus de Souza
2022;1,09;Kaxarari
2022;0,98;Alto Turiaçu
2022;1,18;Évare I
2022;0,35;Macarrão
2022;0,39;Rio Guaporé
2022;22,80;Yanomami
2022;0,10;Tabalascada
2022;1,42;Zoró
2022;0,00;Uty-Xunaty
2022;0,08;Tukuna Porto Espiritual
2022;0,06;Nambikwara
2022;0,49;Tuwa Apekuokawera
2022;0,02;WaiWái
2022;0,50;Porquinhos dos Canela-Apãnjekra
2022;0,14;Água Preta/Inari
2022;0,35;Coata-Laranjal
2022;0,12;Kawahiva do Rio Pardo
2022;18,05;Ituna/Itatá (restrição de uso)
2022;0,18;Mãe Maria
2022;0,78;Manoa/Pium
2022;4,59;Munduruku
2022;0,08;Sururuá
2022;0,00;Kampa do Igarapé Primavera
2022;0,18;Tukuna Umariaçu
2022;0,18;Koatinemo
2022;0,04;Lago do Correio
2022;0,16;Alto Rio Purus
2022;0,78;Ponciano
2021;0,00;Meria
2021;0,00;Seruini/Mariene
2021;0,00;Padre
2021;0,00;Jabuti
2021;0,00;Pequizal do Naruvôtu
2021;0,00;São Domingos do Jacapari e Estação
2021;0,00;Kararaô
2021;0,00;Rio Pindaré
2021;0,00;Raimundão
2021;0,00;Porto Praia
2021;0,00;Patauá
2021;0,00;Batelão
2021;0,00;Funil
2021;0,00;Uati-Paraná
2021;0,00;Rio Manicoré
2021;0,00;Utaria Wyhyna/Iròdu Iràna
2021;0,00;Ouro
2021;0,00;Lago Aiapua
2021;0,00;Figueiras
2021;0,00;Porto Limoeiro
2021;0,00;Apipica
2021;0,00;Irantxe
2021;0,00;Menkü
2021;0,00;Tanaru ( restrição de uso )
2021;0,00;Governador
2021;0,00;Karajá Santana do Araguaia
2021;0,00;Tadarimana
2021;0,00;Araçá
2021;0,00;Uneiuxi
2021;0,00;Maranduba
2021;0,00;Tirecatinga
2021;0,00;Tabocal
2021;0,00;Ilha do Camaleão
2021;0,00;Natal/Felicidade
2021;0,00;Japuira
2021;0,00;Itixi Mitari
2021;0,00;Lago Capanã
2021;0,00;Jatuarana
2021;0,00;Cajueiro
2021;0,00;Las Casas
2021;0,00;Maró
2021;0,00;Pequizal
2021;0,00;Kawahiva do Rio Pardo
2021;0,00;Turé/Mariquita II
2021;0,00;Tembé
2021;0,00;Baía dos Guató
2021;0,00;Santa Inez
2021;0,00;Karajá de Aruanã III
2021;0,00;Praia do Índio
2021;0,00;Rio Formoso
2021;0,00;Praia do Mangue
2021;0,00;Anta
2021;0,00;Rodeador
2021;0,00;Rio Jumas
2021;0,00;Miguel/Josefa
2021;0,00;Ubawawe
2021;0,00;Prosperidade
2021;0,00;Diahui
2021;0,00;Truaru
2021;0,00;Rio Omerê
2021;0,00;Arary
2021;0,00;Paumari do Cuniua
2021;0,00;Lagoa Comprida
2021;0,00;Pirineus de Souza
2021;0,00;Galibi
2021;0,00;Utiariti
2021;0,00;Bragança-Marituba
2021;0,00;Xerente
2021;0,00;Xambioá
2021;0,00;São Marcos - MT
2021;0,00;Uneiuxi
2021;0,00;Krahó-Kanela
2021;0,00;Kraolandia
2021;0,00;Lago Jauari
2021;0,00;Pimentel Barbosa
2021;0,00;Awa
2021;0,00;Juininha
2021;0,00;São Domingos - MT
2021;0,00;Maracaxi
2021;0,00;Guató
2021;0,00;Trocará - Doação
2021;0,00;Serra da Moça
2021;0,00;Torá
2021;0,00;Sucuba
2021;0,00;Inawebohona
2021;0,00;Caru
2021;0,00;Moskow
2021;0,00;Lago do Marinheiro
2021;0,00;Marechal Rondon
2021;0,00;Tereza Cristina
2021;0,00;Estação Parecis
2021;0,00;Bom Jesus
2021;0,00;Paresi
2021;0,00;Perigara
2021;0,00;Chão Preto
2021;0,00;Lago do Beruri
2021;0,00;Boa Vista - AM
2021;0,00;Cacique Fontoura
2021;0,00;Mangueira
2021;0,00;Uty-Xunaty
2021;0,00;Bakairi
2021;0,00;Merure
2021;0,00;Tupã-Supé
2021;0,00;Riozinho
2021;0,00;Lagoa dos Brincos
2021;0,00;Morro Branco
2021;0,00;Karajá de Aruanã II
2021;0,00;Sangradouro/Volta Grande
2021;0,00;Urucu/Juruá
2021;0,00;Krenrehé
2021;0,00;Parana do Paricá
2021;0,00;Ponta da Serra
2021;0,00;Nova Esperança do Rio Jandiatuba
2021;0,00;Parque do Araguaia
2021;0,00;Rio Negro Ocaia
2021;0,00;Ariramba
2021;0,00;Tapirapé/Karajá
2021;0,00;Wawi
2021;0,00;Recreio/São Félix
2021;0,00;Boqueirão
2021;0,00;Maraitá
2021;0,00;Fortaleza do Patauá
2021;0,00;Setemã
2021;0,00;Porquinhos
2021;0,00;Rio Paru DEste
2021;0,00;Aningal
2021;0,00;Ponte de Pedra
2021;0,00;Jarudore
2021;0,08;Trincheira
2021;0,00;Taihantesu
2021;0,00;Parabubure
2021;0,00;Itaitinga
2021;0,00;Turé/Mariquita
2021;0,00;Uirapuru
2021;0,00;Pium
2021;0,00;Santa Cruz da Nova Aliança
2021;0,00;Fortaleza do Castanho
2021;0,00;Juruna do Km 17
2021;0,00;Estivadinho
2021;0,00;Nova Jacundá
2021;0,00;Tikuna de Santo Antonio
2021;0,00;Jumina
2021;0,00;Tuwa Apekuokawera
2021;0,00;Paumari do Rio Ituxi
2021;0,00;Jaquiri
2021;0,00;Lago do Correio
2021;0,00;Acimã
2021;0,00;Matintin
2021;0,00;Marajai
2021;0,00;Kulina do Rio Envira
2021;0,00;Arara do Igarapé Humaitá
2021;0,00;Juma
2021;0,00;Catipari/Mamoria
2021;0,00;Acapuri de Cima
2021;0,00;Jaminawa Arara do Rio Bagé
2021;0,00;Kampa do Igarapé Primavera
2021;0,00;Krenyê
2021;0,00;Santana
2021;0,00;São Pedro do Sepatini
2021;0,00;Paraná do Arauató
2021;0,00;Sapotal
2021;0,00;Ananás
2021;0,00;Guajahã
2021;0,00;Kaxinawá Ashaninka do Rio Breu
2021;0,00;Paumari do Lago Paricá
2021;0,00;Barro Alto
2021;0,00;Igarapé Taboca do Alto Tarauacá
2021;0,00;Hi Merimã
2021;0,00;Espírito Santo
2021;0,00;Mapari
2021;0,00;Kaxinawá Colônia Vinte e Sete
2021;0,00;Macarrão
2021;0,00;Bom Intento
2021;0,00;Kampa e Isolados do Rio Envira
2021;0,00;Alto Tarauacá
2021;0,00;Anaro
2021;0,00;Camadeni
2021;0,00;Banawá
2021;0,00;Igarapé Capana
2021;0,23;Vui-Uata-In
2021;1,07;Trombetas/Mapuera
2021;0,09;Guanabara
2021;0,13;Sororó
2021;0,25;Areões
2021;0,17;Pirititi
2021;14,58;Sete de Setembro
2021;0,28;Igarapé Ribeirão
2021;0,22;Kanela Memortumré
2021;7,05;Karipuna
2021;0,21;Vale do Guaporé
2021;35,63;Trincheira Bacaja
2021;0,43;Pinatuba
2021;0,00;Escondido
2021;0,88;Alto Rio Guamá
2021;23,40;Cachoeira Seca
2021;0,69;Tenharim Marmelos
2021;0,11;Rio Negro Ocaia
2021;0,02;Massaco
2021;1,39;Apurinã Km 124 BR-317
2021;0,06;Nove de Janeiro
2021;0,09;Parakanã
2021;8,49;Kayabi
2021;0,71;Menkragnoti
2021;1,99;Sepoti
2021;0,14;Rio Téa
2021;0,05;Bacurizinho
2021;0,70;Pacaas Novas
2021;0,13;Jarawara/Jamamadi/Kanamati
2021;0,08;Sawré Muybu (Pimental)
2021;0,22;Nukini
2021;0,31;Kaxinawá Nova Olinda
2021;1,15;Vale do Javari
2021;0,08;Cajuhiri Atravessado
2021;0,94;São Marcos - RR
2021;0,69;Raposa Serra do Sol
2021;0,27;Barreirinha
2021;0,25;Betania
2021;0,15;Mawetek
2021;0,75;Mamoadate
2021;0,15;Parana do Boa Boa
2021;0,06;Médio Rio Negro II
2021;0,25;Cunhã-Sapucaia
2021;0,45;Apiaká do Pontal e Isolados
2021;0,17;São Francisco do Canimari
2021;1,18;Sararé
2021;0,76;Murutinga/Tracaja
2021;0,11;Balaio
2021;0,24;Anambé
2021;0,17;Maraã Urubaxi
2021;0,17;Rio Urubu
2021;0,54;Parque do Tumucumaque
2021;3,30;Arara do Rio Branco
2021;0,53;Xipaya
2021;0,31;Panará
2021;0,12;Rio Biá
2021;0,43;Terena Gleba Iriri
2021;0,07;Jaminawa do Igarapé Preto
2021;2,52;Bacurizinho
2021;0,40;Kaxinawá da Praia do Carapanã
2021;0,07;Estrela da Paz
2021;0,39;Caititu
2021;0,07;Arara do Rio Amônia
2021;0,17;Kuruáya
2021;0,74;Waimiri-Atroari
2021;0,73;Évare II
2021;0,10;Canauanim
2021;0,46;Deni
2021;0,23;São Sebastião
2021;0,08;Umutina
2021;0,44;Parque do Aripuanã
2021;0,01;Gavião
2021;3,54;Roosevelt
2021;0,06;Jacamim
2021;0,06;Kampa do Rio Amônia
2021;0,15;Barata Livramento
2021;0,46;Wedezé
2021;0,15;Igarapé do Caucho
2021;0,18;Ponciano
2021;0,49;Kulina do Medio Jurua
2021;0,16;Paquiçamba
2021;0,10;Erikpatsá
2021;0,21;Médio Rio Negro I
2021;0,33;Kaxinawá do Rio Jordão
2021;0,32;Katukina/Kaxinawá
2021;0,22;Sagarana
2021;0,28;Enawenê-Nawê
2021;0,20;Lauro Sodré
2021;0,08;Paumari do Lago Marahã
2021;0,51;Igarapé Lage
2021;0,20;Rio Gregório
2021;0,03;Kulina Igarapé do Pau
2021;0,19;Karitiana
2021;0,14;Cuia
2021;15,08;Maraiwatsede
2021;26,09;Kayapó
2021;0,03;São Pedro
2021;0,00;Arara da Volta Grande do Xingu
2021;0,13;Kanela
2021;0,11;Kwazá do Rio São Pedro
2021;1,01;Pirahã
2021;0,18;Campinas/Katukina
2021;21,42;Piripkura ( restrição de uso )
2021;0,37;Rio Apaporis
2021;0,07;Zoe
2021;68,48;Apyterewa
2021;1,67;Xikrin do Rio Catete
2021;1,08;Amanayé
2021;0,70;Kanamari do Rio Juruá
2021;0,25;Arara
2021;1,00;Arariboia
2021;4,78;Andirá-Marau
2021;2,02;Jauary
2021;0,14;Tenharim do Igarapé Preto
2021;0,10;Kaxinawá do Baixo Rio Jordão
2021;0,28;Tubarão Latunde
2021;0,69;Boca do Acre
2021;2,71;Sai-Cinza
2021;0,10;Tumiã
2021;0,41;Kaxinawá do Rio Humaitá
2021;2,37;Uru-Eu-Wau-Wau
2021;2,07;Sissaíma
2021;0,07;Lago do Limão
2021;1,20;Igarapé Lourdes
2021;0,57;Portal do Encantado
2021;0,24;Nhamundá/Mapuera
2021;0,73;Cué Cué/ Marabitanas
2021;0,00;Serra Morena
2021;1,57;Aripuanã
2021;0,81;Menkü
2021;0,00;Apurinã do Igarapé São João
2021;1,29;Baú
2021;0,19;Taego Ãwa
2021;0,50;Capoto/Jarina
2021;0,63;Waiãpi
2021;0,07;Vista Alegre
2021;0,76;Malacacheta
2021;0,22;Kaxinawá Seringal Independência
2021;0,22;Inauini/Teuini
2021;3,62;Araweté Igarapé Ipixuna
2021;0,08;Cacau do Tarauaca
2021;0,07;Riozinho do Alto Envira
2021;0,20;Kumaru do Lago Ualá
2021;0,17;Cobra Grande
2021;0,06;Ipixuna
2021;0,00;Trocará
2021;0,18;Jurubaxi-téa
2021;0,20;Krikati
2021;0,32;Batovi
2021;0,53;Zuruahã
2021;0,47;Peneri/Tacaquiri
2021;0,32;Cana Brava/Guajajara
2021;1,14;Kaxuyana-Tunayana
2021;0,15;Paquiçamba
2021;0,19;Urubu Branco
2021;0,27;Rio Gregório
2021;0,37;Uaçá
2021;0,38;Apiaka/Kayabi
2021;5,62;Parque do Xingu
2021;0,96;Rio Branco
2021;0,38;São Leopoldo
2021;0,15;Jacareúba/Katauixi (restrição uso)
2021;2,57;Manoki
2021;0,26;Rio Mequens
2021;0,08;Alto Sepatini
2021;4,04;Alto Rio Negro
2021;0,07;Apurinã do Igarapé Mucuim
2021;0,56;Tikúna de Feijoal
2021;0,34;Cabeceira do Rio Acre
2021;0,11;Camicua
2021;2,07;Sarauá
2021;0,00;Geralda Toco Preto
2021;0,00;Apinayé
2021;0,26;Poyanawa
2021;0,12;Munduruku-Taquara
2021;0,03;Badjonkore
2021;0,14;Apurinã Igarapé Tauamirim
2021;0,07;Barreira da Missão
2021;1,29;Kaxarari
2021;0,55;Alto Turiaçu
2021;2,60;Évare I
2021;0,20;Rio Guaporé
2021;7,20;Yanomami
2021;0,15;Tabalascada
2021;1,39;Zoró
2021;0,35;Paracuhuba
2021;0,08;Tukuna Porto Espiritual
2021;0,42;Paumari do Lago Manissuã
2021;0,95;Nambikwara
2021;0,06;Igarapé Grande
2021;0,40;WaiWái
2021;0,10;Porquinhos dos Canela-Apãnjekra
2021;0,08;Água Preta/Inari
2021;1,24;Coata-Laranjal
2021;4,47;Ituna/Itatá (restrição de uso)
2021;0,12;Paukalirajausu
2021;0,21;Mãe Maria
2021;0,07;Manoa/Pium
2021;0,24;Jaminaua/Envira
2021;21,87;Munduruku
2021;0,39;Sururuá
2021;0,27;Tukuna Umariaçu
2021;0,49;Miratu
2021;0,37;Koatinemo
2021;0,11;Cuiu-Cuiu
2021;0,14;Alto Rio Purus
2021;2,55;Tenharim Marmelos (Gleba B)
2021;0,00;Muriru
2020;0,00;Urucu/Juruá
2020;0,00;Taihantesu
2020;0,00;Trincheira
2020;0,00;Seruini/Mariene
2020;0,00;Paukalirajausu
2020;0,00;Cajuhiri Atravessado
2020;0,00;Ponciano
2020;0,00;Padre
2020;0,00;Jabuti
2020;0,00;Pequizal do Naruvôtu
2020;0,00;Kararaô
2020;0,00;Areões
2020;0,00;Rio Pindaré
2020;0,00;São Pedro
2020;0,00;Ipixuna
2020;0,00;Raimundão
2020;0,00;Porto Praia
2020;0,00;Patauá
2020;0,00;Batelão
2020;0,00;Funil
2020;0,00;Uati-Paraná
2020;0,00;Utaria Wyhyna/Iròdu Iràna
2020;0,00;Ouro
2020;0,00;Lago Aiapua
2020;0,00;Riozinho do Alto Envira
2020;0,00;Figueiras
2020;0,00;Porto Limoeiro
2020;0,00;Apipica
2020;0,00;Irantxe
2020;0,00;Zoe
2020;0,00;Menkü
2020;0,00;Tanaru ( restrição de uso )
2020;0,00;Governador
2020;0,00;São Leopoldo
2020;0,00;Munduruku-Taquara
2020;0,00;Rio Urubu
2020;0,00;Karajá Santana do Araguaia
2020;0,00;Tadarimana
2020;0,00;Kuruáya
2020;0,00;Araçá
2020;0,00;Uneiuxi
2020;0,00;Maranduba
2020;0,00;Zuruahã
2020;0,00;Kwazá do Rio São Pedro
2020;0,00;Tirecatinga
2020;0,00;Tabocal
2020;0,00;Ilha do Camaleão
2020;0,00;Natal/Felicidade
2020;0,00;Barata Livramento
2020;0,00;Japuira
2020;0,00;Parque do Tumucumaque
2020;0,00;Itixi Mitari
2020;0,00;Apinayé
2020;0,00;Lago Capanã
2020;0,00;Jatuarana
2020;0,00;Cajueiro
2020;0,00;Las Casas
2020;0,00;Maró
2020;0,00;Pequizal
2020;0,00;Maraã Urubaxi
2020;0,00;Turé/Mariquita II
2020;0,00;Paumari do Lago Manissuã
2020;0,00;Tembé
2020;0,00;Santa Inez
2020;0,00;Karajá de Aruanã III
2020;0,00;Praia do Índio
2020;0,00;Rio Formoso
2020;0,00;Praia do Mangue
2020;0,00;Anta
2020;0,00;Rodeador
2020;0,00;Rio Jumas
2020;0,00;Miguel/Josefa
2020;0,00;Tukuna Porto Espiritual
2020;0,00;Ubawawe
2020;0,00;Prosperidade
2020;0,00;Truaru
2020;0,00;Rio Omerê
2020;0,00;Arary
2020;0,00;Paumari do Cuniua
2020;0,00;Lagoa Comprida
2020;0,00;Pirineus de Souza
2020;0,00;Galibi
2020;0,00;Bragança-Marituba
2020;0,00;Xerente
2020;0,00;Xambioá
2020;0,00;Kanela
2020;0,00;São Marcos - MT
2020;0,00;Uneiuxi
2020;0,00;Krahó-Kanela
2020;0,00;Kraolandia
2020;0,00;Lago Jauari
2020;0,00;Pimentel Barbosa
2020;0,00;Juininha
2020;0,00;São Domingos - MT
2020;0,00;Maracaxi
2020;0,00;Guató
2020;0,00;Rio Apaporis
2020;0,00;Trocará - Doação
2020;0,00;Serra da Moça
2020;0,00;Torá
2020;0,00;Sucuba
2020;0,00;Inawebohona
2020;0,00;Caru
2020;0,00;Nove de Janeiro
2020;0,00;Lago do Marinheiro
2020;0,00;Marechal Rondon
2020;0,00;Tikúna de Feijoal
2020;0,00;Umutina
2020;0,00;Tereza Cristina
2020;0,00;Estação Parecis
2020;0,00;Bom Jesus
2020;0,00;Paresi
2020;0,00;Perigara
2020;0,00;Chão Preto
2020;0,00;Boa Vista - AM
2020;0,00;Cacique Fontoura
2020;0,00;Mangueira
2020;0,00;Vista Alegre
2020;0,00;Uty-Xunaty
2020;0,00;Sururuá
2020;0,00;Apurinã do Igarapé São João
2020;0,00;Bakairi
2020;0,00;Merure
2020;0,00;Tupã-Supé
2020;0,00;Cana Brava/Guajajara
2020;0,00;Lagoa dos Brincos
2020;0,00;Morro Branco
2020;0,00;Karajá de Aruanã II
2020;0,00;Sangradouro/Volta Grande
2020;0,00;Tenharim do Igarapé Preto
2020;0,00;Krenrehé
2020;0,00;Parana do Paricá
2020;0,00;Tukuna Umariaçu
2020;0,00;Ponta da Serra
2020;0,00;Parque do Araguaia
2020;0,00;Cobra Grande
2020;0,00;Ariramba
2020;0,00;Trocará
2020;0,00;Tapirapé/Karajá
2020;0,00;Recreio/São Félix
2020;0,00;Boqueirão
2020;0,00;Massaco
2020;0,00;Maraitá
2020;0,00;Fortaleza do Patauá
2020;0,00;Setemã
2020;0,00;Tumiã
2020;0,00;Barreirinha
2020;0,00;Anambé
2020;0,00;Bacurizinho
2020;0,00;Rio Paru DEste
2020;0,00;Ponte de Pedra
2020;0,00;Jarudore
2020;0,00;Muriru
2020;0,00;Meria
2020;0,00;Parabubure
2020;0,00;Itaitinga
2020;0,00;Turé/Mariquita
2020;0,00;Wedezé
2020;0,00;Uirapuru
2020;0,00;Pium
2020;0,00;Santa Cruz da Nova Aliança
2020;0,00;Fortaleza do Castanho
2020;0,00;Juruna do Km 17
2020;0,00;Apurinã Igarapé Tauamirim
2020;0,00;Estivadinho
2020;0,00;Nova Jacundá
2020;0,00;Tikuna de Santo Antonio
2020;0,00;Jumina
2020;0,00;Tuwa Apekuokawera
2020;0,00;Paumari do Rio Ituxi
2020;0,00;Jaquiri
2020;0,00;Lago do Correio
2020;0,00;Miratu
2020;0,00;Alto Sepatini
2020;0,00;Matintin
2020;0,00;Kaxinawá Seringal Independência
2020;0,00;Marajai
2020;0,00;Kulina do Rio Envira
2020;0,00;Apurinã do Igarapé Mucuim
2020;0,00;Lauro Sodré
2020;0,00;Catipari/Mamoria
2020;0,00;Acapuri de Cima
2020;0,00;Kampa do Igarapé Primavera
2020;0,00;Krenyê
2020;0,00;Mãe Maria
2020;0,00;Santana
2020;0,00;São Pedro do Sepatini
2020;0,00;Paraná do Arauató
2020;0,00;Sapotal
2020;0,00;Ananás
2020;0,00;Guajahã
2020;0,00;Kaxinawá Ashaninka do Rio Breu
2020;0,00;Balaio
2020;0,00;Paumari do Lago Paricá
2020;0,00;Barro Alto
2020;0,00;Igarapé Taboca do Alto Tarauacá
2020;0,00;Hi Merimã
2020;0,00;Igarapé Grande
2020;0,00;Kumaru do Lago Ualá
2020;0,00;Espírito Santo
2020;0,00;Igarapé do Caucho
2020;0,00;Mapari
2020;0,00;Guanabara
2020;0,00;Kaxinawá Colônia Vinte e Sete
2020;0,00;São Francisco do Canimari
2020;0,00;Bom Intento
2020;0,00;Cacau do Tarauaca
2020;0,00;Kampa e Isolados do Rio Envira
2020;0,00;Alto Tarauacá
2020;0,00;Anaro
2020;0,00;Camadeni
2020;0,00;Banawá
2020;0,00;Jarawara/Jamamadi/Kanamati
2020;0,16;Vui-Uata-In
2020;0,70;Trombetas/Mapuera
2020;63,27;Apyterewa
2020;1,28;Xikrin do Rio Catete
2020;1,01;Amanayé
2020;0,48;Kanamari do Rio Juruá
2020;0,12;Arara
2020;0,09;Sororó
2020;1,09;Arariboia
2020;0,07;Diahui
2020;3,43;Andirá-Marau
2020;0,26;Jauary
2020;0,08;Porquinhos
2020;1,16;Kaxinawá do Baixo Rio Jordão
2020;0,57;Pirititi
2020;0,57;Tubarão Latunde
2020;2,99;Sete de Setembro
2020;0,39;Boca do Acre
2020;3,05;Sai-Cinza
2020;0,06;Nova Esperança do Rio Jandiatuba
2020;0,27;Kaxinawá do Rio Humaitá
2020;0,16;Riozinho
2020;0,48;Igarapé Ribeirão
2020;0,08;Kanela Memortumré
2020;3,29;Uru-Eu-Wau-Wau
2020;7,98;Karipuna
2020;0,40;Sissaíma
2020;0,33;Vale do Guaporé
2020;23,00;Trincheira Bacaja
2020;0,02;Lago do Limão
2020;1,48;Igarapé Lourdes
2020;0,30;Jaminawa Arara do Rio Bagé
2020;0,20;Pinatuba
2020;3,86;Portal do Encantado
2020;0,00;Escondido
2020;4,84;Alto Rio Guamá
2020;0,36;Nhamundá/Mapuera
2020;0,06;Rio Negro Ocaia
2020;1,00;Cué Cué/ Marabitanas
2020;72,49;Cachoeira Seca
2020;0,63;Tenharim Marmelos
2020;0,28;Serra Morena
2020;0,06;Rio Negro Ocaia
2020;1,04;Aripuanã
2020;0,23;Piripkura ( restrição de uso )
2020;0,80;Menkü
2020;1,25;Baú
2020;0,10;Taego Ãwa
2020;0,12;Capoto/Jarina
2020;0,73;Apurinã Km 124 BR-317
2020;0,52;Waiãpi
2020;0,18;Parakanã
2020;3,29;Kayabi
2020;0,24;Malacacheta
2020;2,14;Menkragnoti
2020;0,29;Sepoti
2020;0,14;Wawi
2020;0,16;Rio Téa
2020;1,18;Pacaas Novas
2020;0,19;Utiariti
2020;0,27;Inauini/Teuini
2020;0,07;São Domingos do Jacapari e Estação
2020;1,05;Araweté Igarapé Ipixuna
2020;1,47;Sawré Muybu (Pimental)
2020;0,30;Nukini
2020;0,18;Kaxinawá Nova Olinda
2020;1,37;Vale do Javari
2020;0,08;Acimã
2020;0,08;Aningal
2020;0,56;São Marcos - RR
2020;0,99;Raposa Serra do Sol
2020;0,21;Jurubaxi-téa
2020;0,52;Krikati
2020;0,25;Betania
2020;0,73;Awa
2020;0,19;Batovi
2020;0,07;Mawetek
2020;0,84;Mamoadate
2020;0,07;Parana do Boa Boa
2020;0,07;Peneri/Tacaquiri
2020;0,29;Médio Rio Negro II
2020;0,08;Cunhã-Sapucaia
2020;1,00;Kaxuyana-Tunayana
2020;0,06;Apiaká do Pontal e Isolados
2020;0,11;Sararé
2020;0,25;Rio Manicoré
2020;0,09;Paquiçamba
2020;14,66;Urubu Branco
2020;0,51;Murutinga/Tracaja
2020;1,25;Arara do Rio Branco
2020;0,60;Xipaya
2020;0,37;Rio Gregório
2020;1,02;Panará
2020;0,40;Uaçá
2020;0,95;Apiaka/Kayabi
2020;0,33;Rio Biá
2020;3,74;Parque do Xingu
2020;0,93;Rio Branco
2020;6,42;Terena Gleba Iriri
2020;0,10;Jacareúba/Katauixi (restrição uso)
2020;14,55;Manoki
2020;0,08;Rio Mequens
2020;0,24;Jaminawa do Igarapé Preto
2020;1,74;Alto Rio Negro
2020;0,62;Bacurizinho
2020;0,17;Kaxinawá da Praia do Carapanã
2020;0,24;Cabeceira do Rio Acre
2020;0,05;Camicua
2020;0,27;Moskow
2020;0,26;Estrela da Paz
2020;0,27;Caititu
2020;1,77;Sarauá
2020;0,02;Geralda Toco Preto
2020;0,57;Arara do Rio Amônia
2020;0,00;Poyanawa
2020;0,09;Baía dos Guató
2020;2,62;Badjonkore
2020;1,15;Waimiri-Atroari
2020;0,93;Évare II
2020;0,23;Barreira da Missão
2020;2,32;Kaxarari
2020;9,43;Alto Turiaçu
2020;0,19;Igarapé Capana
2020;0,11;Canauanim
2020;1,42;Deni
2020;0,22;São Sebastião
2020;1,04;Évare I
2020;0,08;Macarrão
2020;0,47;Parque do Aripuanã
2020;0,44;Rio Guaporé
2020;9,86;Yanomami
2020;0,07;Gavião
2020;1,28;Roosevelt
2020;0,10;Tabalascada
2020;0,14;Jacamim
2020;0,38;Kampa do Rio Amônia
2020;2,86;Zoró
2020;0,12;Lago do Beruri
2020;0,70;Tenharim Marmelos (Gleba B)
2020;0,09;Kulina do Medio Jurua
2020;0,46;Paquiçamba
2020;1,31;Erikpatsá
2020;1,43;Médio Rio Negro I
2020;0,04;Paracuhuba
2020;2,08;Kaxinawá do Rio Jordão
2020;0,07;Nambikwara
2020;0,16;WaiWái
2020;0,23;Katukina/Kaxinawá
2020;0,00;Sagarana
2020;0,10;Porquinhos dos Canela-Apãnjekra
