year;area km²;consunit
2024;0,00;Reserva de Desenvolvimento Sustentável  Itatupã-Baquiá
2024;0,00;APA das Cabeceiras do Rio Cuiabá
2024;0,00;Reserva Extrativista Marinha de Soure
2024;0,00;Parque Estadual de Águas Quentes
2024;0,00;Parque Natural Municipal Uirapuru
2024;0,00;Floresta Estadual de Rendimento Sustentado Gavião
2024;0,00;APA da Ilha do Combu
2024;0,00;Parque Natural Municipal Lagoa das Garças
2024;0,00;APA Serra do Lajeado
2024;0,00;Parque Estadual das Nascentes do Rio Taquari
2024;0,00;Floresta Estadual de Rendimento Sustentado Periquito
2024;0,00;Parque Estadual do Bacanga
2024;0,00;Reserva Extrativista Maracanã
2024;0,00;Reserva Biológica do Manicoré
2024;0,00;Parque Nacional do Monte Roraima
2024;0,00;Reserva de Desenvolvimento Sustentável Uacarí
2024;0,00;Parque Natural Muncipal Paulo Viriato Correa da Costa
2024;0,00;Reserva Extrativista Extremo Norte do Tocantins
2024;0,00;Parque Nacional dos Campos Ferruginosos
2024;0,00;APA Lago do Amapá
2024;0,00;Reserva Extrativista Municipal Beija Flor Brilho de Fogo
2024;0,00;APA Bacia do Rio de Janeiro
2024;0,00;Estação Ecológica de Maracá
2024;0,00;Reserva Biológica do Rio Trombetas
2024;0,00;APA Meandros do Araguaia
2024;0,00;Reserva Biológica do Lago Piratuba
2024;0,00;Reserva Extrativista Baixo Juruá
2024;0,00;Parque Natural Municipal de Redenção
2024;0,00;Area de Relevante Interesse Ecologico Museu Parque Seringal
2024;0,00;Reserva Biológica Morro dos Seis Lagos
2024;0,00;Reserva Biológica do Abufari
2024;0,00;APA Lago de São Salvador do Tocantins, Paranã E Palmeirópolis
2024;0,00;Parque Estadual Serra Ricardo Franco
2024;0,00;Área de Relevante Interesse Ecológica Javari Buriti
2024;0,00;Reserva Extrativista Marinha Arai-Peroba
2024;0,00;Reserva Extrativista Pedras Negras
2024;0,00;Reserva Extrativista Piquiá
2024;0,00;Floresta Estadual de Rendimento Sustentado Cedro
2024;0,00;APA da Fazendinha
2024;0,00;APA do Juá
2024;0,00;APA Lago de Peixe/Angical
2024;0,00;Reserva Extrativista Chocoaré-Mato Grosso
2024;0,00;Reserva Extrativista Lago do Cuniã
2024;0,00;APA da Serra do Saubal
2024;0,00;APA Parque Linear do Bindá
2024;0,00;Parque Estadual Serra do Aracá
2024;0,00;APA da Região Metrolpolitana de Belém
2024;0,00;Reserva de Desenvolvimento Sustentável Bararati
2024;0,00;APA Jalapão
2024;0,00;Parque Nacional do Pico da Neblina
2024;0,00;APA de São Geraldo do Araguaia
2024;0,00;Estação Ecológica da Serra das Araras
2024;0,00;Monumento Natural Morro de Santo Antônio
2024;0,00;Parque Nacional do Araguaia
2024;0,00;Estação Ecológica Serra dos Três Irmãos
2024;0,00;Reserva Extrativista Auatí-Paraná
2024;0,00;APA Foz do Rio Santa Tereza
2024;0,00;Parque Natural Municipal do Morro dos Ventos
2024;0,00;Monumento Natural Canyons E Corredeiras do Rio Sono
2024;0,00;Parque Estadual Sucunduri
2024;0,00;Parque Estadual Charapucu
2024;0,00;Parque Estadual Dom Osório Stoffel
2024;0,00;Parque Estadual Rio Negro Setor Norte
2024;0,00;Reserva Extrativista do Ciriáco
2024;0,00;Parque Estadual do Utinga
2024;0,00;Parque Estadual Mãe Bonifácia
2024;0,00;Floresta Estadual Sucunduri
2024;0,00;Monumento Natural Atalaia
2024;0,00;APA Lago de Santa Isabel
2024;0,00;Floresta Nacional de São Francisco
2024;0,00;APA de Algodoal-Maiandeua
2024;0,00;Parque Estadual do Lajeado
2024;0,00;Parque Estadual Serra Santa Bárbara
2024;0,00;RPPN Cristalino I
2024;0,00;RPPN Poleiro Grande
2024;0,00;Parque Estadual Encontro das Águas
2024;0,00;Estação Ecológica Rio Acre
2024;0,00;APA da Chapada dos Guimarães
2024;0,00;Reserva Extrativista Massaranduba
2024;0,00;Refúgio de Vida Silvestre Padre Sérgio Tonetto
2024;0,00;Reserva Extrativista Arapiranga-Tromaí
2024;0,00;Refúgio de Vida Silvestre Corixão da Mata Azul
2024;0,00;Parque Estadual do Jalapão
2024;0,00;Estação Ecológica do Jari
2024;0,00;Parque Natural Municipal Veredas dos Carajás
2024;0,00;Parque Estadual do Guirá
2024;0,00;Parque Estadual do Cantão
2024;0,00;RPPN Osório Reimão
2024;0,00;RPPN Pioneira do Rio Piquiri
2024;0,00;APA Lago de Palmas
2024;0,00;RPPN Sonhada
2024;0,00;APA do Rio Preto
2024;0,00;APA Municipal do Aricá-Açu
2024;0,00;Parque Estadual do Araguaia
2024;0,00;Parque Natural Municipal de Castanhal/Pará
2024;0,00;Parque Estadual Serra Azul
2024;0,00;Parque Estadual Águas do Cuiabá
2024;0,00;APA da Região do Maracanã
2024;0,00;Reserva de Desenvolvimento Sustentável Campo das Mangabas
2024;0,00;Parque Nacional da Chapada dos Guimarães
2024;0,00;Floresta Estadual Aripuanã
2024;0,00;Parque Estadual Sumaúma
2024;0,00;RPPN Nova Aurora
2024;0,00;Parque Nacional Nascentes do Lago Jari
2024;0,00;RPPN Peugeot-Onf-Brasil
2024;0,00;Floresta Estadual Apuí
2024;0,00;RPPN Klagesi
2024;0,00;Parque Nacional Serra da Mocidade
2024;0,00;Reserva Extrativista Marinha Caetétaperaçu
2024;0,00;Reserva Extrativista Mae Grande de Curuça
2024;0,00;Reserva Extrativista Rio Cajari
2024;0,00;Reserva de Desenvolvimento Sustentável do Rio Iratapuru
2024;0,00;Reserva Extrativista de Cururupu
2024;0,00;Reserva Extrativista Médio Juruá
2024;0,00;Floresta Estadual do Amapá
2024;0,00;Floresta Estadual de Rendimento Sustentado Araras
2024;0,00;Parque Nacional do Pantanal Matogrossense
2024;0,00;APA das Nascentes de Araguaina
2024;0,00;Reserva de Desenvolvimento Sustentável Cujubim
2024;0,00;Parque Nacional da Serra da Cutia
2024;0,00;Reserva Extrativista São João da Ponta
2024;0,00;Reserva Extrativista Barreiro das Antas
2024;0,00;RPPN Ilhas Alexandre Rodrigues Ferreira
2024;0,00;Reserva de Desenvolvimento Sustentável Amanã
2024;0,00;Reserva Extrativista Quilombo do Frechal
2024;0,00;Parque Estadual Massairo Okamura
2024;0,00;Refúgio de Vida Silvestre Metrópole da Amazônia
2024;0,00;Reserva Extrativista  do Rio Cautário
2024;0,00;Reserva Extrativista Marinha Cuinarana
2024;0,00;APA do Itapiracó
2024;0,00;Estação Ecológica de Maracá Jipioca
2024;0,00;RPPN Fazenda Bosco
2024;0,00;Reserva Biológica Culuene
2024;0,00;APA Serra da Tabatinga
2024;0,00;APA Nascentes do Rio Paraguai
2024;0,00;Reserva Extrativista Mata Grande
2024;0,00;Reserva Extrativista Marinha Mocapajuba
2024;0,00;Reserva Extrativista Itapetininga
2024;0,00;Reserva Extrativista Mapuá
2024;0,00;Reserva Extrativista Castanheira
2024;0,00;Reserva Extrativista Marinha Tracuateua
2024;0,00;Parque Estadual Igarapés do Juruena
2024;0,00;Reserva Extrativista Lago do Cedro
2024;0,00;Refúgio de Vida Silvestre Lago Mole
2024;0,00;Floresta Estadual de Rendimento Sustentado Rio Vermelho (C)
2024;0,00;Parque Estadual da Serra dos Martírios/Andorinhas
2024;0,00;Parque Estadual do Araguaiaa
2024;0,00;Monumento Natural das Árvores Fossilizadas do Estado do Tocantins
2024;0,00;Parque Estadual Zé Bolo Flô
2024;0,00;RPPN Aurora Natura
2024;0,00;Reserva de Desenvolvimento Sustentavel Puranga Conquista
2024;0,00;Parque Estadual Rio Negro Setor Sul
2024;0,00;Parque Natural Municipal Claudino Francio
2024;0,00;Estação Ecológica do Rio Ronuro
2024;0,00;APA do Rio Madeira
2024;0,00;Estação Ecológica de Jutaí-Solimões
2024;0,00;Reserva Extrativista Roxinho
2024;0,00;Parque Nacional Viruá
2024;0,00;Floresta Nacional do Amazonas
2024;0,00;Parque Nacional Montanhas do Tumucumaque
2024;0,00;Reserva Extrativista Rio Cautário
2024;0,00;Área de Relevante Interesse Ecológica Projeto Dinâmica Biológica de Fragmentos Florestais
2024;0,00;Reserva Extrativista Freijó
2024;0,00;Estação Ecológica de Taiamã
2024;0,00;RPPN Catedral do Jalapão
2024;0,00;RPPN Fazenda Loanda
2024;0,00;Area de Relevante Interesse Ecologico Parque Ambiental Antonio Danubio Lourenço da Silva
2024;0,00;Parque Nacional das Nascentes do Rio Parnaiba
2024;0,00;Reserva Extrativista Marinha de Gurupi-Piriá
2024;0,00;APA  Tapuruquara
2024;0,00;Floresta Estadual do Trombetas
2024;0,00;Parque Estadual do Matupiri
2024;0,00;Reserva Extrativista do Rio Jutaí
2024;0,00;RPPN Irmãos Satelis
2024;0,00;Reserva Extrativista Garrote
2024;0,00;Floresta Estadual de Rendimento Sustentado do Rio Machado
2024;0,00;Parque Estadual do Xingu
2024;0,00;Parque Natural Municipal Jardim Botânico
2024;0,00;Monumento Natural Morro Chico Mendes
2024;0,00;Reserva de Desenvolvimento Sustentável Aripuanã
2024;0,00;Parque Estadual Tucumã
2024;0,00;Parque Natural Municipal do Cancão
2024;0,00;Floresta Estadual de Rendimento Sustentado Tucano
2024;0,00;Reserva Extrativista da Baía do Tubarão
2024;0,00;Floresta Nacional de Macauã
2024;0,00;Area de Protecao Ambiental Xeriuini
2024;0,00;Reserva de Desenvolvimento Sustentável Rio Amapá
2024;0,00;Parque Nacional da Chapada das Mesas
2024;0,00;Floresta Nacional de Amapá
2024;0,00;Reserva Extrativista Marinha Mestre Lucindo
2024;0,00;RPPN Fazenda Calixto
2024;0,00;Reserva Extrativista do Itaúba
2024;0,00;Reserva Extrativista Curralinho
2024;0,00;Estação Ecológica Rio Flor do Prado
2024;0,00;Reserva Biológica Traçadal
2024;0,00;Reserva de Desenvolvimento Sustentável do Tupé
2024;0,00;Reserva Extrativista Maracatiara
2024;0,00;APA do Rio Curiaú
2024;0,00;Reserva de Desenvolvimento Sustentável Vitória de Souzel
2024;0,00;RPPN Cristalino Iii
2024;0,00;Reserva Biológica Rio Ouro Preto
2024;0,00;Parque Estadual Chandless
2024;0,00;Reserva Extrativista Jatobá
2024;0,00;Reserva Biológica do Jaru
2024;0,00;Parque Nacional de Anavilhanas
2024;0,00;RPPN Sesc Tepequém
2024;0,00;Área de Relevante Interesse Ecológica Seringal Nova Esperança
2024;0,00;Reserva Extrativista Baixo Rio Branco Jauaperi
2024;0,00;Reserva Biológica do Uatumã
2024;0,00;Reserva Extrativista Sucupira
2024;0,00;Parque Estadual do Sítio do Rangedor
2024;0,00;Estação Ecológica de Cuniã
2024;0,00;Reserva Extrativista Mogno
2024;0,00;Floresta Nacional de Jatuarana
2024;0,00;RPPN Bico do Javaés
2024;0,00;APA Nhamundá
2024;0,00;Reserva Biológica de Maicuru
2024;0,00;Parque Nacional de Pacaás Novos
2024;0,00;Estacao Ecologica Serra Geral do Tocantins
2024;0,00;APA do Salto Magessi
2024;0,00;Estação Ecológica do Grão Pará
2024;0,00;Reserva de Desenvolvimento Sustentável Igapó-Açu
2024;0,00;Parque Municipal da Cacimba
2024;0,00;Reserva de Desenvolvimento Sustentável do Matupiri
2024;0,00;Parque Natural Municipal Parque Florestal de Sinop
2024;0,00;Reserva Extrativista Seringueira
2024;0,00;Refugio da Vida Silvestre de Colíder
2024;0,00;Parque Natural Municipal Colonizador Jose Bianchini
2024;0,00;Parque Nacional do Cabo Orange
2024;0,00;Reserva Extrativista do Lago do Capanã Grande
2024;0,00;Reserva Extrativista Rio Pacaás Novos
2024;0,00;Parque Natural Municipal Vale do Esperança
2024;0,00;APA dos Campos de Manicoré
2024;0,00;Refúgio de Vida Silvestre Tabuleiro do Embaubal
2024;0,00;Estação Ecológica de Niquiá
2024;0,00;RPPN Gibeão
2024;1,01;Estação Ecológica da Terra do Meio
2024;0,68;Parque Nacional da Serra do Divisor
2024;0,19;Parque Estadual de Monte Alegre
2024;43,48;Reserva Extrativista Chico Mendes
2024;1,31;Reserva Extrativista Riozinho da Liberdade
2024;0,41;Floresta Nacional de Purus
2024;0,28;Reserva Biológica do Guaporé
2024;0,96;Reserva Extrativista Arapixi
2024;0,43;Reserva Extrativista do Rio Gregório
2024;0,08;Reserva Biológica Nascentes Serra do Cachimbo
2024;1,54;Reserva Extrativista Angelim
2024;0,30;Floresta Estadual Manicoré
2024;1,28;Reserva Extrativista Alto Tarauacá
2024;0,07;Floresta Nacional de Mapiá-Inauiní
2024;0,13;Floresta Nacional de Santa Rosa do Purus
2024;0,17;Floresta Estadual Canutama
2024;0,34;APA das Reentrâncias Maranhenses
2024;4,81;Parque Estadual de Guajará-Mirim
2024;0,04;Floresta Nacional de Itaituba I
2024;1,24;Parque Nacional do Juruena
2024;0,00;Floresta Nacional de Humaitá
2024;0,25;Reserva Extrativista Ipê
2024;9,35;Floresta Estadual do Paru
2024;1,57;Area de Proteção Ambiental Taruma/Ponta Negra
2024;0,13;Floresta Nacional de Mulata
2024;0,06;APA - Baixo Rio Branco
2024;2,58;Reserva de Desenvolvimento Sustentável do Uatumã
2024;2,06;Floresta Nacional do Amaná
2024;2,52;Floresta Nacional de Tefé
2024;0,07;Reserva de Desenvolvimento Sustentável Mamirauá
2024;0,00;Reserva Biológica do Tapirapé
2024;0,16;Reserva Extrativista do Rio Unini
2024;0,19;Floresta Estadual de Rendimento Sustentado Mutum
2024;2,33;APA de Upaon-Açu / Miritiba / Alto Preguiças
2024;0,27;Reserva Extrativista Rio Iriri
2024;0,16;Floresta Nacional de Jacundá
2024;0,84;Reserva Extrativista do Cazumbá-Iracema
2024;1,59;Reserva de Desenvolvimento Sustentável do Rio Negro
2024;1,32;Floresta Nacional de Itaituba Ii
2024;0,70;Floresta Nacional de Bom Futuro
2024;0,19;Reserva Extrativista Rio Xingu
2024;0,36;Reserva Extrativista Ituxí
2024;0,64;Reserva Extrativista do Médio Purús
2024;0,20;Reserva de Desenvolvimento Sustentável Piagaçu Purus
2024;9,35;APA Margem Direita do Rio Negro- Setor Paduari-Solimões
2024;4,01;Reserva Extrativista Verde Para Sempre
2024;0,62;Reserva Extrativista Tapajós Arapiuns
2024;1,62;Reserva Extrativista Renascer
2024;1,72;Parque Nacional do Jamanxim
2024;0,24;APA Igarapé São Francisco
2024;17,74;Floresta Nacional do Jamanxim
2024;0,44;Floresta Nacional do Trairão
2024;3,63;Parque Nacional Mapinguari
2024;0,51;Estação Ecológica Juami-Japurá
2024;0,53;Reserva Extrativista Gurupá-Melgaço
2024;3,51;Estação Ecológica Samuel
2024;1,22;Floresta Nacional de Tapirapé-Aquiri
2024;0,36;Floresta Estadual Maúes
2024;0,73;APA de Presidente Figueiredo - Caverna do Moroaga
2024;0,10;Floresta Estadual Rio Urubu
2024;0,75;Reserva de Desenvolvimento Sustentável Pucuruí - Ararão
2024;0,15;Floresta Nacional de Pau-Rosa
2024;3,19;Reserva de Desenvolvimento Sustentável do Juma
2024;0,64;Parque Nacional da Amazônia
2024;0,80;Parque Nacional do Rio Novo
2024;5,29;Reserva Extrativista Alto Juruá
2024;0,06;Parque Nacional do Jaú
2024;72,08;APA Triunfo do Xingu
2024;4,71;APA do Arquipélago do Marajó
2024;5,09;Reserva Extrativista Jaci-Paraná
2024;0,72;Floresta Nacional do Aripuanã
2024;0,07;Reserva Extrativista do Guariba
2024;0,25;APA da Baixada Maranhense
2024;0,08;Parque Estadual Cristalino
2024;8,90;Reserva Biológica do Gurupi
2024;0,10;Reserva Extrativista Canutama
2024;0,67;Floresta Nacional de Balata-Tufari
2024;0,31;APA Margem Esquerda do Rio Negro-Setor Aturiá-Apuauzinho
2024;55,78;APA do Tapajós
2024;0,08;Área de Relevante Interesse Ecológico Japiim Pentecoste
2024;3,40;Floresta Nacional de Saracá-Taquera
2024;0,00;Parque Estadual de Corumbiara
2024;3,22;Reserva Extrativista Riozinho do Anfrísio
2024;19,08;APA do Lago de Tucurui
2024;0,43;Floresta Nacional de Tapajós
2024;0,52;Reserva de Desenvolvimento Sustentavel do Rio Madeira
2024;0,98;APA Paytuna
2024;1,14;Floresta Nacional de Urupadi
2024;4,26;Floresta Nacional de Roraima
2024;0,45;APA Margem Esquerda do Rio Negro-Setor Tarumã Açu-Tarumã Mirima
2024;2,60;Floresta Nacional de Caxiuanã
2024;0,47;Reserva de Desenvolvimento Sustentável Canumã
2024;1,43;Reserva Extrativista Arióca Pruanã
2024;3,75;Parque Nacional do Acari
2024;0,25;Parque Estadual Serra dos Reis
2024;0,56;Floresta Nacional de Itacaiunas
2024;0,40;APA de Alter do Chão
2024;1,24;Reserva Extrativista Rio Ouro Preto
2024;0,56;Reserva Extrativista Terra Grande Pracuuba
2024;1,19;"Floresta Estadual de Rendimento Sustentado do Rio Madeira ""B"""
2024;0,61;Floresta Estadual de Tapauá
2024;0,04;Reserva Extrativista Aquariquara
2024;4,47;Reserva Extrativista Guariba-Roosevelt
2024;0,18;Floresta Nacional do Iquiri
2024;1,76;Floresta Estadual de Faro
2024;0,31;Estação Ecológica Alto Maués
2024;0,26;Floresta Nacional de Anauá
2024;0,34;Floresta Estadual de Iriri
2024;0,20;Floresta Nacional do Jamari
2024;0,03;Reserva de Desenvolvimento Sustentável Alcobaça
2024;1,92;Floresta Nacional Altamira
2024;0,91;APA Ilha do Bananal/Cantão
2024;10,50;Reserva Extrativista Rio Preto-Jacundá
2024;0,13;Parque Estadual Guariba
2024;0,18;Estação Ecológica do Rio Roosevelt
2024;0,57;Floresta Nacional do Crepori
2024;0,51;Reserva Extrativista Ipaú-Anilzinho
2024;1,48;Parque Nacional dos Campos Amazônicos
2024;0,03;Parque Nacional da Serra do Pardo
2024;0,00;APA do Igarapé Gelado
2024;0,12;Floresta Nacional de Carajás
2024;0,20;Reserva Extrativista Catuá-Ipixuna
2023;0,39;Reserva Extrativista do Rio Jutaí
2023;0,00;Reserva Extrativista Marinha Mocapajuba
2023;0,00;Reserva Extrativista Marinha de Soure
2023;0,00;Parque Estadual de Águas Quentes
2023;0,00;Parque Natural Municipal Uirapuru
2023;0,00;Floresta Estadual de Rendimento Sustentado Gavião
2023;0,00;APA da Ilha do Combu
2023;0,00;Parque Natural Municipal Lagoa das Garças
2023;0,00;APA Serra do Lajeado
2023;0,00;Parque Estadual das Nascentes do Rio Taquari
2023;0,00;Floresta Estadual de Rendimento Sustentado Periquito
2023;0,00;Reserva Extrativista Maracanã
2023;0,00;Reserva Biológica do Manicoré
2023;0,00;Parque Nacional do Monte Roraima
2023;0,00;Parque Natural Muncipal Paulo Viriato Correa da Costa
2023;0,00;Reserva Extrativista Extremo Norte do Tocantins
2023;0,00;Parque Nacional dos Campos Ferruginosos
2023;0,00;APA Lago do Amapá
2023;0,00;Reserva Extrativista Municipal Beija Flor Brilho de Fogo
2023;0,00;APA Bacia do Rio de Janeiro
2023;0,00;Estação Ecológica de Maracá
2023;0,00;Reserva de Desenvolvimento Sustentável Canumã
2023;0,00;APA Meandros do Araguaia
2023;0,00;Reserva Biológica do Tapirapé
2023;0,00;Área de Relevante Interesse Ecológico Japiim Pentecoste
2023;0,00;Reserva Biológica do Lago Piratuba
2023;0,00;Parque Estadual Guariba
2023;0,00;Parque Natural Municipal de Redenção
2023;0,00;Area de Relevante Interesse Ecologico Museu Parque Seringal
2023;0,00;Reserva Biológica Morro dos Seis Lagos
2023;0,00;Reserva Biológica do Abufari
2023;0,00;APA Lago de São Salvador do Tocantins, Paranã E Palmeirópolis
2023;0,00;Área de Relevante Interesse Ecológica Javari Buriti
2023;0,00;Reserva Extrativista Pedras Negras
2023;0,00;Reserva Extrativista Piquiá
2023;0,00;Floresta Estadual de Rendimento Sustentado Cedro
2023;0,00;APA da Fazendinha
2023;0,00;APA do Juá
2023;0,00;APA Lago de Peixe/Angical
2023;0,00;Reserva Extrativista Chocoaré-Mato Grosso
2023;0,00;Reserva Extrativista Lago do Cuniã
2023;0,00;APA da Serra do Saubal
2023;0,00;APA Parque Linear do Bindá
2023;0,00;APA da Região Metrolpolitana de Belém
2023;0,00;APA Jalapão
2023;0,00;Estação Ecológica da Serra das Araras
2023;0,00;Monumento Natural Morro de Santo Antônio
2023;0,00;Parque Nacional do Araguaia
2023;0,00;Estação Ecológica Serra dos Três Irmãos
2023;0,00;Reserva Extrativista Auatí-Paraná
2023;0,00;APA Foz do Rio Santa Tereza
2023;0,00;Parque Natural Municipal do Morro dos Ventos
2023;0,00;Monumento Natural Canyons E Corredeiras do Rio Sono
2023;0,00;Parque Estadual Charapucu
2023;0,00;Parque Estadual Dom Osório Stoffel
2023;0,00;Reserva Extrativista do Ciriáco
2023;0,00;Parque Estadual do Utinga
2023;0,00;Parque Estadual Mãe Bonifácia
2023;0,00;Floresta Estadual Sucunduri
2023;0,00;Monumento Natural Atalaia
2023;0,00;APA Lago de Santa Isabel
2023;0,00;Floresta Nacional de São Francisco
2023;0,00;APA de Algodoal-Maiandeua
2023;0,00;Parque Estadual do Lajeado
2023;0,00;Parque Estadual Serra Santa Bárbara
2023;0,00;RPPN Cristalino I
2023;0,00;RPPN Poleiro Grande
2023;0,00;Parque Estadual Encontro das Águas
2023;0,00;Estação Ecológica Rio Acre
2023;0,00;APA da Chapada dos Guimarães
2023;0,00;Reserva Extrativista Massaranduba
2023;0,00;Refúgio de Vida Silvestre Padre Sérgio Tonetto
2023;0,00;Reserva Extrativista Arapiranga-Tromaí
2023;0,00;Refúgio de Vida Silvestre Corixão da Mata Azul
2023;0,00;Parque Estadual do Jalapão
2023;0,00;Estação Ecológica do Jari
2023;0,00;Parque Natural Municipal Veredas dos Carajás
2023;0,00;Parque Estadual do Guirá
2023;0,00;Parque Estadual do Cantão
2023;0,00;APA do Igarapé Gelado
2023;0,00;RPPN Osório Reimão
2023;0,00;RPPN Pioneira do Rio Piquiri
2023;0,00;APA Lago de Palmas
2023;0,00;RPPN Sonhada
2023;0,00;APA do Rio Preto
2023;0,00;Parque Estadual do Araguaia
2023;0,00;Parque Natural Municipal de Castanhal/Pará
2023;0,00;Parque Estadual Serra Azul
2023;0,00;Parque Estadual Águas do Cuiabá
2023;0,00;APA da Região do Maracanã
2023;0,00;Parque Nacional da Chapada dos Guimarães
2023;0,00;Floresta Estadual Aripuanã
2023;0,00;Parque Estadual Sumaúma
2023;0,00;RPPN Nova Aurora
2023;0,00;Parque Nacional Nascentes do Lago Jari
2023;0,00;RPPN Peugeot-Onf-Brasil
2023;0,00;Floresta Estadual Apuí
2023;0,00;RPPN Klagesi
2023;0,00;Parque Nacional Serra da Mocidade
2023;0,00;Reserva Extrativista Marinha Caetétaperaçu
2023;0,00;Reserva Extrativista Mae Grande de Curuça
2023;0,00;Reserva Extrativista de Cururupu
2023;0,00;Reserva Extrativista Médio Juruá
2023;0,00;Parque Nacional do Pantanal Matogrossense
2023;0,00;APA das Nascentes de Araguaina
2023;0,00;Reserva de Desenvolvimento Sustentável  Itatupã-Baquiá
2023;0,00;Reserva Extrativista Barreiro das Antas
2023;0,00;Reserva de Desenvolvimento Sustentável Mamirauá
2023;0,00;RPPN Ilhas Alexandre Rodrigues Ferreira
2023;0,00;Reserva Extrativista Quilombo do Frechal
2023;0,00;Reserva Extrativista Gurupá-Melgaço
2023;0,00;Parque Estadual Massairo Okamura
2023;0,00;Refúgio de Vida Silvestre Metrópole da Amazônia
2023;0,00;Reserva Extrativista  do Rio Cautário
2023;0,00;APA do Itapiracó
2023;0,00;Estação Ecológica de Maracá Jipioca
2023;0,00;RPPN Fazenda Bosco
2023;0,00;Reserva Biológica Culuene
2023;0,00;APA Serra da Tabatinga
2023;0,00;APA Nascentes do Rio Paraguai
2023;0,00;APA das Cabeceiras do Rio Cuiabá
2023;0,00;Reserva Extrativista Itapetininga
2023;0,00;Reserva Extrativista Castanheira
2023;0,00;Reserva Extrativista Marinha Tracuateua
2023;0,00;Reserva Extrativista Lago do Cedro
2023;0,00;Refúgio de Vida Silvestre Lago Mole
2023;0,00;Floresta Estadual de Rendimento Sustentado Rio Vermelho (C)
2023;0,00;Parque Estadual Serra dos Reis
2023;0,00;Parque Estadual da Serra dos Martírios/Andorinhas
2023;0,00;Parque Estadual do Araguaiaa
2023;0,00;Monumento Natural das Árvores Fossilizadas do Estado do Tocantins
2023;0,00;Parque Estadual Zé Bolo Flô
2023;0,00;RPPN Aurora Natura
2023;0,00;Reserva de Desenvolvimento Sustentavel Puranga Conquista
2023;0,00;Parque Estadual Rio Negro Setor Sul
2023;0,00;Parque Natural Municipal Claudino Francio
2023;0,00;Floresta Nacional de Anauá
2023;0,00;Estação Ecológica do Rio Ronuro
2023;0,00;APA do Rio Madeira
2023;0,00;Reserva Extrativista Roxinho
2023;0,00;Parque Nacional Viruá
2023;0,00;Área de Relevante Interesse Ecológica Projeto Dinâmica Biológica de Fragmentos Florestais
2023;0,00;Reserva Extrativista Freijó
2023;0,00;Floresta Nacional do Jamari
2023;0,00;Estação Ecológica de Taiamã
2023;0,00;RPPN Catedral do Jalapão
2023;0,00;RPPN Fazenda Loanda
2023;0,00;Area de Relevante Interesse Ecologico Parque Ambiental Antonio Danubio Lourenço da Silva
2023;0,00;Parque Nacional das Nascentes do Rio Parnaiba
2023;0,00;Reserva Extrativista Marinha de Gurupi-Piriá
2023;0,00;Parque Estadual do Matupiri
2023;0,00;RPPN Irmãos Satelis
2023;0,00;Reserva Extrativista Garrote
2023;0,00;Floresta Estadual de Rendimento Sustentado do Rio Machado
2023;0,00;Parque Estadual do Xingu
2023;0,00;Parque Natural Municipal Jardim Botânico
2023;0,00;Monumento Natural Morro Chico Mendes
2023;0,00;Reserva de Desenvolvimento Sustentável Aripuanã
2023;0,00;Parque Natural Municipal do Cancão
2023;0,00;Floresta Estadual Canutama
2023;0,00;Reserva Extrativista da Baía do Tubarão
2023;0,00;Floresta Nacional de Macauã
2023;0,00;Reserva de Desenvolvimento Sustentável Rio Amapá
2023;0,00;Parque Nacional da Chapada das Mesas
2023;0,00;Floresta Nacional de Amapá
2023;0,00;Reserva Extrativista Marinha Mestre Lucindo
2023;0,00;RPPN Fazenda Calixto
2023;0,00;Reserva Extrativista do Itaúba
2023;0,00;Reserva Extrativista Curralinho
2023;0,00;Estação Ecológica Rio Flor do Prado
2023;0,00;Parque Estadual Cristalino
2023;0,00;Reserva Biológica Traçadal
2023;0,00;Reserva de Desenvolvimento Sustentável do Tupé
2023;0,00;Reserva Extrativista Maracatiara
2023;0,00;APA do Rio Curiaú
2023;0,00;Reserva de Desenvolvimento Sustentável Vitória de Souzel
2023;0,00;RPPN Cristalino Iii
2023;0,00;Reserva Biológica Rio Ouro Preto
2023;0,00;Parque Estadual Chandless
2023;0,00;Reserva Extrativista Jatobá
2023;0,00;Parque Nacional de Anavilhanas
2023;0,00;RPPN Sesc Tepequém
2023;0,00;Reserva Biológica do Uatumã
2023;0,00;Reserva Extrativista Sucupira
2023;0,00;Parque Estadual do Sítio do Rangedor
2023;0,00;Estação Ecológica de Cuniã
2023;0,00;Reserva Extrativista Mogno
2023;0,00;Parque Estadual de Monte Alegre
2023;0,00;RPPN Bico do Javaés
2023;0,00;Estacao Ecologica Serra Geral do Tocantins
2023;0,00;APA do Salto Magessi
2023;0,00;Estação Ecológica do Grão Pará
2023;0,00;Reserva de Desenvolvimento Sustentável Igapó-Açu
2023;0,00;Parque Municipal da Cacimba
2023;0,00;Reserva de Desenvolvimento Sustentável do Matupiri
2023;0,00;Parque Natural Municipal Parque Florestal de Sinop
2023;0,00;Reserva Extrativista Seringueira
2023;0,00;Refugio da Vida Silvestre de Colíder
2023;0,00;Parque Natural Municipal Colonizador Jose Bianchini
2023;0,00;Parque Nacional do Cabo Orange
2023;0,00;Reserva Extrativista Rio Xingu
2023;0,00;Parque Natural Municipal Vale do Esperança
2023;0,00;Refúgio de Vida Silvestre Tabuleiro do Embaubal
2023;0,00;Estação Ecológica de Niquiá
